28,12628538.080391368,4105594.440630531
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
7,12621997.989147639,4112508.540608827
9,12622554.592657743,4112508.540608827
10,12622832.894412795,4112508.540608827
15,12621441.385637535,4112845.9246946555
16,12621719.687392587,4112845.9246946555
17,12621997.989147639,4112845.9246946555
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
7,12621997.989147639,4112508.540608827
9,12622554.592657743,4112508.540608827
10,12622832.894412795,4112508.540608827
15,12621441.385637535,4112845.9246946555
16,12621719.687392587,4112845.9246946555
17,12621997.989147639,4112845.9246946555
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
7,12621997.989147639,4112508.540608827
9,12622554.592657743,4112508.540608827
10,12622832.894412795,4112508.540608827
15,12621441.385637535,4112845.9246946555
16,12621719.687392587,4112845.9246946555
17,12621997.989147639,4112845.9246946555
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
28,12628538.080391368,4105594.440630531
37,12625755.062840847,4108966.6308994587
46,12622972.045290323,4112339.8524382594
48,12628538.080391368,4112339.8524382594
52,12611839.975088233,4115714.1065180516
